CRC_150604-10_RNA,Sample_CRC-CL18T_RNA
CRC_150604-10_RNA,Sample_CRC-CL2M_RNA
CRC_150604-10_RNA,Sample_CRC-CL2T_RNA
CRC_150604-10_RNA,Sample_CRC-CL3M_RNA
CRC_150604-10_RNA,Sample_CRC-CL3T_RNA
CRC_150604-10_RNA,Sample_CRC-CL5M_RNA
CRC_150604-10_RNA,Sample_CRC-CL5T_RNA
CRC_150604-10_RNA,Sample_CRC-CL6M_RNA
CRC_150604-10_RNA,Sample_CRC-CL6T_RNA
CRC_150604-10_RNA,Sample_CRC-CL8M_RNA
CRC_150604-10_RNA,Sample_CRC-CL8T_RNA
CRC_150604-10_RNA,Sample_CRC-CL9M_RNA
CRC_150604-10_RNA,Sample_CRC-CL9T_RNA
CRC_150604-10_RNA,Sample_CRC-II-12T_RNA
CRC_150604-10_RNA,Sample_CRC-II-13T_RNA
CRC_150604-10_RNA,Sample_CRC-II-14T_RNA
CRC_150604-10_RNA,Sample_CRC-II-15T_RNA
CRC_150604-10_RNA,Sample_CRC-II-16T_RNA
CRC_150604-10_RNA,Sample_CRC-II-1T_RNA
CRC_150604-10_RNA,Sample_CRC-II-2T_RNA
CRC_150604-10_RNA,Sample_CRC-II-3T_RNA
EsoCa_RNA_160927,Sample_EsoCa-Tu_T-10_RNA
EsoCa_RNA_160927,Sample_EsoCa-Tu_T-11_RNA
EsoCa_RNA_160927,Sample_EsoCa-Tu_T-13_RNA
EsoCa_RNA_160927,Sample_EsoCa-Tu_T-14_RNA
EsoCa_RNA_160927,Sample_EsoCa-Tu_T-15_RNA
EsoCa_RNA_160927,Sample_EsoCa-Tu_T-16_RNA
EsoCa_RNA_160927,Sample_EsoCa-Tu_T-17_RNA
EsoCa_RNA_160927,Sample_EsoCa-Tu_T-18_RNA
EsoCa_RNA_160927,Sample_EsoCa-Tu_T-19_RNA
EsoCa_RNA_160927,Sample_EsoCa-Tu_T-9_RNA
EsoCa_RNA_160212,Sample_EsoCa-Tu_T-1_RNA
EsoCa_RNA_160212,Sample_EsoCa-Tu_T-2_RNA
EsoCa_RNA_160212,Sample_EsoCa-Tu_T-3_RNA
EsoCa_RNA_160212,Sample_EsoCa-Tu_T-4_RNA
EsoCa_RNA_160212,Sample_EsoCa-Tu_T-5_RNA
EsoCa_RNA_160212,Sample_EsoCa-Tu_T-6_RNA
EsoCa_RNA_160212,Sample_EsoCa-Tu_T-7_RNA
EsoCa_RNA_160212,Sample_EsoCa-Tu_T-8_RNA
GC_160615_TP_RNA,Sample_GC-TP14_RNA
GC_160615_TP_RNA,Sample_GC-TP15_RNA
GC_160615_TP_RNA,Sample_GC-TP25_RNA
GC_160615_TP_RNA,Sample_GC-TP27_RNA
GC_160615_TP_RNA,Sample_GC-TP31_RNA
GC_160615_TP_RNA,Sample_GC-TP32_RNA
GC_160615_TP_RNA,Sample_GC-TP34_RNA
GC_160615_TP_RNA,Sample_GC-TP36_RNA
GC_160615_TP_RNA,Sample_GC-TP37_RNA
GC_160615_TP_RNA,Sample_GC-TP39_RNA
GC_160615_TP_RNA,Sample_GC-TP43_RNA
GC_160615_TP_RNA,Sample_GC-TP45_RNA
GC_160615_TP_RNA,Sample_GC-TP47_RNA
GC_160615_TP_RNA,Sample_GC-TP50_RNA
GC_160615_TP_RNA,Sample_GC-TP51_RNA
GC_160615_TP_RNA,Sample_GC-TP53_RNA
GC_160615_TP_RNA,Sample_GC-TP72_RNA
GC_160615_TP_RNA,Sample_GC-TP73_RNA
GC_160615_TP_RNA,Sample_GC-TP74_RNA
GC_160622_TP_RNA,Sample_GC-TP10_RNA
GC_160622_TP_RNA,Sample_GC-TP11_RNA
GC_160622_TP_RNA,Sample_GC-TP16_RNA
GC_160622_TP_RNA,Sample_GC-TP17_RNA
GC_160622_TP_RNA,Sample_GC-TP18_RNA
GC_160622_TP_RNA,Sample_GC-TP19_RNA
GC_160622_TP_RNA,Sample_GC-TP20_RNA
GC_160622_TP_RNA,Sample_GC-TP21_RNA
GC_160622_TP_RNA,Sample_GC-TP22_RNA
GC_160622_TP_RNA,Sample_GC-TP23_RNA
GC_160622_TP_RNA,Sample_GC-TP24_RNA
GC_160622_TP_RNA,Sample_GC-TP26_RNA
GC_160622_TP_RNA,Sample_GC-TP28_RNA
GC_160622_TP_RNA,Sample_GC-TP29_RNA
GC_160622_TP_RNA,Sample_GC-TP30_RNA
GC_160622_TP_RNA,Sample_GC-TP33_RNA
GC_160622_TP_RNA,Sample_GC-TP35_RNA
GC_160622_TP_RNA,Sample_GC-TP38_RNA
GC_160622_TP_RNA,Sample_GC-TP40_RNA
GC_160622_TP_RNA,Sample_GC-TP41_RNA
GC_160622_TP_RNA,Sample_GC-TP42_RNA
GC_160622_TP_RNA,Sample_GC-TP44_RNA
GC_160622_TP_RNA,Sample_GC-TP46_RNA
GC_160622_TP_RNA,Sample_GC-TP48_RNA
GC_160622_TP_RNA,Sample_GC-TP52_RNA
GC_160622_TP_RNA,Sample_GC-TP54_RNA
GC_160622_TP_RNA,Sample_GC-TP55_RNA
GC_160622_TP_RNA,Sample_GC-TP56_RNA
GC_160622_TP_RNA,Sample_GC-TP57_RNA
GC_160622_TP_RNA,Sample_GC-TP58_RNA
GC_160622_TP_RNA,Sample_GC-TP59_RNA
GC_160622_TP_RNA,Sample_GC-TP60_RNA
GC_160622_TP_RNA,Sample_GC-TP61_RNA
GC_160622_TP_RNA,Sample_GC-TP62_RNA
GC_160622_TP_RNA,Sample_GC-TP63_RNA
GC_160622_TP_RNA,Sample_GC-TP64_RNA
GC_160622_TP_RNA,Sample_GC-TP65_RNA
GC_160622_TP_RNA,Sample_GC-TP66_RNA
GC_160622_TP_RNA,Sample_GC-TP67_RNA
GC_160622_TP_RNA,Sample_GC-TP68_RNA
GC_160622_TP_RNA,Sample_GC-TP69_RNA
GC_160622_TP_RNA,Sample_GC-TP70_RNA
GC_160622_TP_RNA,Sample_GC-TP71_RNA
GC_160622_TP_RNA,Sample_GC-TP75_RNA
GC_160622_TP_RNA,Sample_GC-TP76_RNA
GC_160622_TP_RNA,Sample_GC-TP77_RNA
GC_160622_TP_RNA,Sample_GC-TP78_RNA
GC_160622_TP_RNA,Sample_GC-TP9_RNA
NSCLC_SK_RNA_151113,Sample_NSCLC_SK-33_RNA
NSCLC_SK_RNA_151113,Sample_NSCLC_SK-34_RNA
NSCLC_SK_RNA_151113,Sample_NSCLC_SK-35_RNA
NSCLC_SK_RNA_151113,Sample_NSCLC_SK-36_RNA
NSCLC_SK_RNA_151113,Sample_NSCLC_SK-37_RNA
NSCLC_SK_RNA_151113,Sample_NSCLC_SK-38_RNA
NSCLC_SK_RNA_151113,Sample_NSCLC_SK-39_RNA
NSCLC_SK_RNA_151113,Sample_NSCLC_SK-40_RNA
NSCLC_SK_RNA_151113,Sample_NSCLC_SK-41_RNA
NSCLC_SK_RNA_151113,Sample_NSCLC_SK-42_RNA
NSCLC_SK_RNA_151113,Sample_NSCLC_SK-43_RNA
NSCLC_SK_RNA_151113,Sample_NSCLC_SK-44_RNA
NSCLC_SK_RNA_151113,Sample_NSCLC_SK-45_RNA
NSCLC_SK_RNA_151113,Sample_NSCLC_SK-46_RNA
NSCLC_SK_RNA_151113,Sample_NSCLC_SK-47_RNA
NSCLC_SK_RNA_151113,Sample_NSCLC_SK-48_RNA
NSCLC_SK_RNA_151113,Sample_NSCLC_SK-49_RNA
NSCLC_SK_RNA_151113,Sample_NSCLC_SK-50_RNA
NSCLC_SK_RNA_151113,Sample_NSCLC_SK-51_RNA
NSCLC_SK_RNA_151113,Sample_NSCLC_SK-52_RNA
NSCLC_SK_RNA_151113,Sample_NSCLC_SK-53_RNA
NSCLC_SK_RNA_151113,Sample_NSCLC_SK-54_RNA
NSCLC_SK_RNA_151113,Sample_NSCLC_SK-55_RNA
NSCLC_SK_RNA_151113,Sample_NSCLC_SK-56_RNA
NSCLC_SK_RNA_151113,Sample_NSCLC_SK-57_RNA
NSCLC_SK_RNA_151113,Sample_NSCLC_SK-58_RNA
NSCLC_SK_RNA_151113,Sample_NSCLC_SK-59_RNA
NSCLC_SK_RNA_151113,Sample_NSCLC_SK-60_RNA
NSCLC_SK_RNA_151113,Sample_NSCLC_SK-61_RNA
NSCLC_SK_RNA_151113,Sample_NSCLC_SK-62_RNA
NSCLC_SK_RNA_151113,Sample_NSCLC_SK-63_RNA
NSCLC_SK_RNA_151113,Sample_NSCLC_SK-64_RNA
NSCLC_SK_RNA_151120,Sample_NSCLC_SK-10_RNA
NSCLC_SK_RNA_151120,Sample_NSCLC_SK-11_RNA
NSCLC_SK_RNA_151120,Sample_NSCLC_SK-12_RNA
NSCLC_SK_RNA_151120,Sample_NSCLC_SK-13_RNA
NSCLC_SK_RNA_151120,Sample_NSCLC_SK-14_RNA
NSCLC_SK_RNA_151120,Sample_NSCLC_SK-15_RNA
NSCLC_SK_RNA_151120,Sample_NSCLC_SK-16_RNA
NSCLC_SK_RNA_151120,Sample_NSCLC_SK-17_RNA
NSCLC_SK_RNA_151120,Sample_NSCLC_SK-18_RNA
NSCLC_SK_RNA_151120,Sample_NSCLC_SK-19_RNA
NSCLC_SK_RNA_151120,Sample_NSCLC_SK-1_RNA
NSCLC_SK_RNA_151120,Sample_NSCLC_SK-20_RNA
NSCLC_SK_RNA_151120,Sample_NSCLC_SK-21_RNA
NSCLC_SK_RNA_151120,Sample_NSCLC_SK-22_RNA
NSCLC_SK_RNA_151120,Sample_NSCLC_SK-23_RNA
NSCLC_SK_RNA_151120,Sample_NSCLC_SK-24_RNA
NSCLC_SK_RNA_151120,Sample_NSCLC_SK-25_RNA
NSCLC_SK_RNA_151120,Sample_NSCLC_SK-26_RNA
NSCLC_SK_RNA_151120,Sample_NSCLC_SK-27_RNA
NSCLC_SK_RNA_151120,Sample_NSCLC_SK-28_RNA
NSCLC_SK_RNA_151120,Sample_NSCLC_SK-29_RNA
NSCLC_SK_RNA_151120,Sample_NSCLC_SK-2_RNA
NSCLC_SK_RNA_151120,Sample_NSCLC_SK-30_RNA
NSCLC_SK_RNA_151120,Sample_NSCLC_SK-31_RNA
NSCLC_SK_RNA_151120,Sample_NSCLC_SK-32_RNA
NSCLC_SK_RNA_151120,Sample_NSCLC_SK-3_RNA
NSCLC_SK_RNA_151120,Sample_NSCLC_SK-4_RNA
NSCLC_SK_RNA_151120,Sample_NSCLC_SK-5_RNA
NSCLC_SK_RNA_151120,Sample_NSCLC_SK-6_RNA
NSCLC_SK_RNA_151120,Sample_NSCLC_SK-7_RNA
NSCLC_SK_RNA_151120,Sample_NSCLC_SK-8_RNA
NSCLC_SK_RNA_151120,Sample_NSCLC_SK-9_RNA
NSCLC_SK_RNA_151125,Sample_NSCLC_SK-65_RNA
NSCLC_SK_RNA_151125,Sample_NSCLC_SK-66_RNA
NSCLC_SK_RNA_151125,Sample_NSCLC_SK-67_RNA
NSCLC_SK_RNA_151125,Sample_NSCLC_SK-68_RNA
NSCLC_SK_RNA_151125,Sample_NSCLC_SK-69_RNA
NSCLC_SK_RNA_151125,Sample_NSCLC_SK-70_RNA
NSCLC_SK_RNA_151125,Sample_NSCLC_SK-71_RNA
NSCLC_SK_RNA_151125,Sample_NSCLC_SK-72_71-2_RNA
NSCLC_SK_RNA_151125,Sample_NSCLC_SK-73_RNA
NSCLC_SK_RNA_151125,Sample_NSCLC_SK-74_73-2_RNA
NSCLC_SK_RNA_151125,Sample_NSCLC_SK-75_RNA
NSCLC_SK_RNA_151125,Sample_NSCLC_SK-76_75-2_RNA
NSCLC_SK_RNA_151125,Sample_NSCLC_SK-77_RNA
NSCLC_SK_RNA_151125,Sample_NSCLC_SK-78_77-2_RNA
NSCLC_SK_RNA_151125,Sample_NSCLC_SK-79_RNA
NSCLC_SK_RNA_151125,Sample_NSCLC_SK-80_RNA
NSCLC_SK_RNA_81-97_151201,Sample_NSCLC_SK-81_RNA
NSCLC_SK_RNA_81-97_151201,Sample_NSCLC_SK-82_RNA
NSCLC_SK_RNA_81-97_151201,Sample_NSCLC_SK-83_RNA
NSCLC_SK_RNA_81-97_151201,Sample_NSCLC_SK-84_RNA
NSCLC_SK_RNA_81-97_151201,Sample_NSCLC_SK-85_RNA
NSCLC_SK_RNA_81-97_151201,Sample_NSCLC_SK-86_RNA
NSCLC_SK_RNA_81-97_151201,Sample_NSCLC_SK-88_RNA
NSCLC_SK_RNA_81-97_151201,Sample_NSCLC_SK-89_RNA
NSCLC_SK_RNA_81-97_151201,Sample_NSCLC_SK-90_RNA
NSCLC_SK_RNA_81-97_151201,Sample_NSCLC_SK-91_RNA
NSCLC_SK_RNA_81-97_151201,Sample_NSCLC_SK-92_RNA
NSCLC_SK_RNA_81-97_151201,Sample_NSCLC_SK-93_RNA
NSCLC_SK_RNA_81-97_151201,Sample_NSCLC_SK-94_RNA
NSCLC_SK_RNA_81-97_151201,Sample_NSCLC_SK-95_RNA
NSCLC_SK_RNA_81-97_151201,Sample_NSCLC_SK-96_RNA
NSCLC_SK_RNA_81-97_151201,Sample_NSCLC_SK-97_RNA
